name,type,price,state,position,area
华安紫竹苑,住宅,9000元/平,在售,雁塔-电子城电子南街688号,建面 132m²
曲江源著,住宅,1000万/套,在售,雁塔-雁南一路与慈恩西路十字东南角,建面 450m²
天朗玖悦都,住宅,13000元/平,在售,莲湖-大兴东路与桃源路西南侧（大兴管委会东侧）,建面 39~123m²
融创天朗融公馆,底商,30000元/平,在售,雁塔-长鸣路与南三环交汇处向东300米路北,建面 146m²
融创御园,住宅,13100元/平,在售,莲湖-大兴东路与桃园北路交汇处西北角,建面 130~143m²
融创天朗南长安街壹号,底商,27000元/平,在售,长安-南长安街中段地铁二号线韦曲南站向南200米路东,建面 67~350m²
沣景国际,住宅,8500元/平,在售,未央-三桥新街以南武警路以西,建面 82~119m²
就掌灯,别墅,1300万/套,在售,新城区-金花北路六号,建面 158~490m²
保利拉菲公馆北区,底商,18000元/平,在售,未央-未央路与凤城十路交汇处向东50米,建面 109m²
紫薇东进,底商,17000元/平,在售,新城区-大明宫国家遗址公园旁含元路东600米（八府庄北路）,建面 30~390m²
世融嘉轩,商业类,9700元/平,在售,未央-凤城四路与明光路十字向西200米路北,建面 51~1230m²
保利拉菲公馆南区,底商,27000元/平,在售,未央-未央路与凤城十路交汇处向东50米,建面 238~279m²
中海昆明路九号,别墅,350万/套,在售,未央-昆明路及和平路交汇处西北角,建面 180m²
融创揽月府,住宅,14000元/平,在售,长安-航天基地雁塔南路与航天南路交汇处东南侧,建面 140~310m²
雅居乐锦城,住宅,9800元/平,在售,未央-大庆路西延伸段阿房一路东段路南处,建面 95~124m²
和众曲江城阅,底商,30000元/平,在售,雁塔-雁翔路与黄渠头路交汇处东北角,建面 50~300m²
阳光城PLUS,住宅,11000元/平,在售,雁塔-雁翔路与春林路十字交汇处向西400米,建面 94~128m²
皇城坊,商铺,30000元/平,在售,新城区-城墙内东北角顺城北路与顺城东路交汇处,建面 268~1700m²
融创璟园,住宅,11000元/平,在售,灞桥-纺南路以南、半引路以东,建面 142m²
